0.00024355,0.00024355,0.00024355,0.00024355,0.00024355,0.45324,0.00024355,0.00024355,0.00024355,0.00024355
0.00025088,0.00025088,0.00025088,0.00025088,0.43678,0.00025088,0.00025088,0.00025088,0.00025088,0.00025088
0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.41779,0.00025934,0.00025934,0.00025934,0.00025934
0.00024655,0.00024655,0.00024655,0.00024655,0.00024655,0.00024655,0.4465,0.00024655,0.00024655,0.00024655
0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.19993,0.00035638,0.00035638
0.00019547,0.56118,0.00019547,0.00019547,0.00019547,0.00019547,0.00019547,0.00019547,0.00019547,0.00019547
0.00029533,0.00029533,0.00029533,0.33698,0.00029533,0.00029533,0.00029533,0.00029533,0.00029533,0.00029533
0.00037369,0.00037369,0.00037369,0.00037369,0.00037369,0.16106,0.00037369,0.00037369,0.00037369,0.00037369
0.00043178,0.00043178,0.00043178,0.00043178,0.030656,0.00043178,0.00043178,0.00043178,0.00043178,0.00043178
0.00031888,0.00031888,0.00031888,0.28412,0.00031888,0.00031888,0.00031888,0.00031888,0.00031888,0.00031888
0.00037936,0.00037936,0.00037936,0.00037936,0.00037936,0.00037936,0.00037936,0.00037936,0.14833,0.00037936
0.00033944,0.00033944,0.00033944,0.00033944,0.00033944,0.00033944,0.00033944,0.23795,0.00033944,0.00033944
0.00027964,0.00027964,0.00027964,0.00027964,0.3722,0.00027964,0.00027964,0.00027964,0.00027964,0.00027964
0.00039904,0.00039904,0.00039904,0.00039904,0.00039904,0.00039904,0.00039904,0.00039904,0.10415,0.00039904
0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.39586
0.00031586,0.00031586,0.2909,0.00031586,0.00031586,0.00031586,0.00031586,0.00031586,0.00031586,0.00031586
0.00027655,0.00027655,0.00027655,0.37915,0.00027655,0.00027655,0.00027655,0.00027655,0.00027655,0.00027655
0.00021478,0.00021478,0.00021478,0.00021478,0.00021478,0.00021478,0.00021478,0.51783,0.00021478,0.00021478
0.00028201,0.00028201,0.00028201,0.00028201,0.00028201,0.00028201,0.00028201,0.36689,0.00028201,0.00028201
0.00022492,0.49505,0.00022492,0.00022492,0.00022492,0.00022492,0.00022492,0.00022492,0.00022492,0.00022492
0.00038081,0.00038081,0.00038081,0.00038081,0.14509,0.00038081,0.00038081,0.00038081,0.00038081,0.00038081
0.00042992,0.00042992,0.00042992,0.034824,0.00042992,0.00042992,0.00042992,0.00042992,0.00042992,0.00042992
0.00043178,0.00043178,0.00043178,0.00043178,0.00043178,0.00043178,0.00043178,0.00043178,0.030656,0.00043178
0.00036819,0.00036819,0.00036819,0.00036819,0.00036819,0.00036819,0.00036819,0.00036819,0.00036819,0.17342
0.00021617,0.00021617,0.00021617,0.00021617,0.00021617,0.5147,0.00021617,0.00021617,0.00021617,0.00021617
0.00027056,0.39259,0.00027056,0.00027056,0.00027056,0.00027056,0.00027056,0.00027056,0.00027056,0.00027056
0.45457,0.00024295,0.00024295,0.00024295,0.00024295,0.00024295,0.00024295,0.00024295,0.00024295,0.00024295
0.00032723,0.00032723,0.00032723,0.00032723,0.00032723,0.00032723,0.00032723,0.00032723,0.26538,0.00032723
0.52396,0.00021204,0.00021204,0.00021204,0.00021204,0.00021204,0.00021204,0.00021204,0.00021204,0.00021204
0.00024534,0.00024534,0.00024534,0.44921,0.00024534,0.00024534,0.00024534,0.00024534,0.00024534,0.00024534
0.00020982,0.00020982,0.52896,0.00020982,0.00020982,0.00020982,0.00020982,0.00020982,0.00020982,0.00020982
0.00022046,0.00022046,0.00022046,0.00022046,0.50507,0.00022046,0.00022046,0.00022046,0.00022046,0.00022046
0.00036955,0.00036955,0.00036955,0.00036955,0.00036955,0.17036,0.00036955,0.00036955,0.00036955,0.00036955
0.00033378,0.00033378,0.25067,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378
0.40069,0.00026695,0.00026695,0.00026695,0.00026695,0.00026695,0.00026695,0.00026695,0.00026695,0.00026695
0.000323,0.000323,0.000323,0.000323,0.000323,0.27487,0.000323,0.000323,0.000323,0.000323
0.00024655,0.00024655,0.4465,0.00024655,0.00024655,0.00024655,0.00024655,0.00024655,0.00024655,0.00024655
0.00029709,0.00029709,0.00029709,0.00029709,0.33304,0.00029709,0.00029709,0.00029709,0.00029709,0.00029709
0.0002412,0.0002412,0.45851,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412
0.17946,0.0003655,0.0003655,0.0003655,0.0003655,0.0003655,0.0003655,0.0003655,0.0003655,0.0003655
0.00022492,0.00022492,0.00022492,0.00022492,0.49505,0.00022492,0.00022492,0.00022492,0.00022492,0.00022492
0.00034176,0.00034176,0.00034176,0.00034176,0.23274,0.00034176,0.00034176,0.00034176,0.00034176,0.00034176
0.00019099,0.00019099,0.00019099,0.00019099,0.00019099,0.57124,0.00019099,0.00019099,0.00019099,0.00019099
0.00033047,0.00033047,0.00033047,0.00033047,0.00033047,0.00033047,0.00033047,0.2581,0.00033047,0.00033047
0.00029019,0.34852,0.00029019,0.00029019,0.00029019,0.00029019,0.00029019,0.00029019,0.00029019,0.00029019
0.00026911,0.00026911,0.39586,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911,0.00026911
0.00034294,0.00034294,0.00034294,0.00034294,0.00034294,0.23011,0.00034294,0.00034294,0.00034294,0.00034294
0.00025278,0.00025278,0.00025278,0.00025278,0.00025278,0.43251,0.00025278,0.00025278,0.00025278,0.00025278
0.00027427,0.00027427,0.00027427,0.00027427,0.00027427,0.00027427,0.00027427,0.38426,0.00027427,0.00027427
0.00022543,0.00022543,0.00022543,0.00022543,0.00022543,0.00022543,0.00022543,0.00022543,0.00022543,0.49391
0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.00033378,0.25067
0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.00035638,0.19993,0.00035638
0.00025934,0.41779,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934
0.00028935,0.00028935,0.00028935,0.00028935,0.00028935,0.00028935,0.00028935,0.00028935,0.35041,0.00028935
0.00030525,0.00030525,0.00030525,0.00030525,0.31471,0.00030525,0.00030525,0.00030525,0.00030525,0.00030525
0.0003349,0.0003349,0.0003349,0.0003349,0.24816,0.0003349,0.0003349,0.0003349,0.0003349,0.0003349
0.00021432,0.00021432,0.00021432,0.51886,0.00021432,0.00021432,0.00021432,0.00021432,0.00021432,0.00021432
0.0003283,0.0003283,0.0003283,0.0003283,0.0003283,0.0003283,0.26297,0.0003283,0.0003283,0.0003283
0.00028523,0.00028523,0.00028523,0.00028523,0.00028523,0.00028523,0.35967,0.00028523,0.00028523,0.00028523
0.00042808,0.00042808,0.00042808,0.00042808,0.00042808,0.00042808,0.00042808,0.00042808,0.00042808,0.038955
0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.00025934,0.41779,0.00025934,0.00025934
0.0002412,0.45851,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412,0.0002412
0.00025471,0.00025471,0.00025471,0.00025471,0.00025471,0.00025471,0.00025471,0.00025471,0.00025471,0.42817
0.00025667,0.42377,0.00025667,0.00025667,0.00025667,0.00025667,0.00025667,0.00025667,0.00025667,0.00025667
0.00038373,0.00038373,0.13853,0.00038373,0.00038373,0.00038373,0.00038373,0.00038373,0.00038373,0.00038373
0.00033829,0.24053,0.00033829,0.00033829,0.00033829,0.00033829,0.00033829,0.00033829,0.00033829,0.00033829
0.00029189,0.00029189,0.00029189,0.00029189,0.34472,0.00029189,0.00029189,0.00029189,0.00029189,0.00029189
0.00027886,0.00027886,0.00027886,0.00027886,0.00027886,0.37395,0.00027886,0.00027886,0.00027886,0.00027886
0.0003465,0.0003465,0.0003465,0.0003465,0.22211,0.0003465,0.0003465,0.0003465,0.0003465,0.0003465
0.00030902,0.30624,0.00030902,0.00030902,0.00030902,0.00030902,0.00030902,0.00030902,0.00030902,0.00030902
0.00034176,0.23274,0.00034176,0.00034176,0.00034176,0.00034176,0.00034176,0.00034176,0.00034176,0.00034176
0.00029019,0.00029019,0.00029019,0.00029019,0.00029019,0.00029019,0.34852,0.00029019,0.00029019,0.00029019
0.000323,0.000323,0.000323,0.000323,0.000323,0.000323,0.000323,0.000323,0.000323,0.27487
0.00035765,0.00035765,0.00035765,0.00035765,0.00035765,0.00035765,0.00035765,0.00035765,0.00035765,0.19707
0.31887,0.0003034,0.0003034,0.0003034,0.0003034,0.0003034,0.0003034,0.0003034,0.0003034,0.0003034
0.00018498,0.00018498,0.00018498,0.00018498,0.00018498,0.58472,0.00018498,0.00018498,0.00018498,0.00018498
0.00019357,0.00019357,0.00019357,0.00019357,0.00019357,0.00019357,0.56543,0.00019357,0.00019357,0.00019357
0.00028441,0.00028441,0.36149,0.00028441,0.00028441,0.00028441,0.00028441,0.00028441,0.00028441,0.00028441
0.00024777,0.00024777,0.00024777,0.00024777,0.00024777,0.00024777,0.00024777,0.44376,0.00024777,0.00024777
0.00020593,0.00020593,0.00020593,0.00020593,0.00020593,0.00020593,0.00020593,0.00020593,0.00020593,0.53769
0.0001843,0.0001843,0.0001843,0.58625,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843
